cusip,sim,comp_st_years,comp_en_years,comp_conm,factiva_comp,factiva_tag,manual_tag
88510,0.888888889,1989,1995,ADCO TECHNOLOGIES INC,ADCO TECHNOLOGIES,adctch,
00101J10,0.3,2007,2015,ADT CORP,General Electric Capital Corporation,gecapt,ADTSSI
103010,0.866666667,1960,1994,AEL INDUSTRIES,AEL Industries INC,aelna,aelna
125010,0.904761905,1990,2002,AG SERVICES OF AMERICA,AG Services Of America Inc,agser,agser
157530,0.857142857,1982,1994,ALC COMMUNICATIONS INC,ALC Communications Corporation,cmbnet,cmbnet
193610,0.857142857,1988,1993,A PEA IN THE POD INC,"A Pea In The Pod (Dallas,TX)",appod,appod
206210,0.666666667,1981,1990,AT&E CORP,AT&E Corporation,atec,atec
207510,0.833333333,1983,1991,ATI MEDICAL INC,ATI Medical,atimed,atimed
00209A10,0.777777778,1997,2003,AT&T WIRELESS SERVICES INC,"New Cingular Wireless Services, Inc.",attwir,attwir
00213J10,0.510638298,2001,2011,ATC VENTURES GROUP INC,Cycle Country Accessories Corp,cyacss,cyacss
282410,,,,ABBOTT LABORATORIES,Abbott Laboratories Inc,abotlb,abotlb
339010,0.851851852,1993,2008,ABIGAIL ADAMS NATL BANCORP,Abigail Adams National Bancorp Inc,abadb,abadb
373610,0.857142857,1997,1999,ABOUT.COM INC,About Inc,mncmp,mncmp
493410,0.736842105,1992,2009,ACTEL CORP,Altera Corp,altcrp,actlc
493810,0.827586207,1990,1999,ACTIVE VOICE CORP,Active Voice LLC,actvoc,actvoc
752510,0.867924528,1995,2005,ADVANCED DIGITAL INFO CORP,Advanced Digital Information Corp,addgi,addgi
00753C10,0.857142857,1996,2003,ADVANCED LIGHTING TECH INC,Advanced Lighting Technologies Inc,adtchv,adtchv
00766T10,0.322580645,2002,2018,AECOM,AECOM Technology Corporation,aecomm,aecomm
776810,0.774193548,1974,2006,AEROFLEX INC,Aeroflex Holding Corp.,aflxin,aflxin
867710,0.740740741,1971,1997,AHMANSON (H F) & CO,HF AHMANSON AND COMPANY,ahmnsn,ahmnsn
915810,0.941176471,1950,2018,AIR PRODUCTS & CHEMICALS INC,Air Products and Chemicals Inc,airpro,airpro
923610,0.833333333,1974,1990,AIR WISCONSIN SERVICES INC,Air Wisconsin Airlines Corp,airwsn,airwsn
926910,0.8,1965,2002,AIRBORNE INC,Airborne Health Inc,arbrn,
952510,0.75862069,1990,1996,AIRWAYS CORP,Jetblue Airways Corp,jetblu,
1031710,0.765957447,1993,2006,ALABAMA NATL BANCORPORATION,Alabama National BanCorp,albnat,albnat
01167P10,,,,ALASKA COMMUNICATIONS SYS GP,,,alech
1310410,0.814814815,1961,2005,ALBERTSON'S INC,Albertsons LLC,albers,albers
1648020,0.925925926,1985,1996,ALL AMERICAN COMMUNICATIONS,All American Communications Inc,almtv,almtv
1671410,0.75862069,1995,2000,ALLAIRE CORP,Allaire Corporation,allrmn,allrmn
1717510,,,,ALLEGHANY CORP,Alleghany Corporation,anany,anany
01852Q10,0.892857143,1988,2003,ALLIANCE BANCORP NEW ENGLAND,Alliance Bancorp of New England Inc,alnbnc,alnbnc
1922220,0.943396226,1991,2018,ALLIED HEALTHCARE PRODS INC,Allied Healthcare Products Inc,alhlth,alhlth
1924610,0.904761905,1988,1997,ALLIED LIFE FINANCIAL CORP,ALLIED LIFE FINANCIAL,alifin,alifin
1949610,0.925925926,1997,2000,ALLIED RISER COMMUNICATIONS,Allied Riser Communications Corp,allris,allris
01973R10,0.872727273,2008,2018,ALLISON TRANSMISSION HLDGS,Allison Transmission Holdings Inc.,allsnt,allsnt
1984710,0.913043478,1982,1991,ALLOY COMPUTER PRODUCTS INC,Alloy Computer Products,alycmp,alycmp
02079K30,,,,ALPHABET INC,Google Inc.,goog,goog
2149730,0.844444444,1994,1999,ALTIVA FINANCIAL CORP,Altiva Financial Corporation,mmgco,mmgco
02153X10,0.884615385,2012,2018,ALTISOURCE ASSET MGMT CORP,Altisource Asset Management Corp.,aassmz,aassmz
2312010,0.8,1986,1997,AMAX GOLD INC,Kinam Gold Inc,amgold,amgold
2406110,0.653846154,1996,2018,AMERICAN AXLE & MFG HOLDINGS,American Axle & Manufacturing Inc,amxle,amxle
2407310,0.909090909,1990,1996,AMERICAN BANCORP/NV,Sun American Bancorp,prewsc,abanv
2407640,0.909090909,1982,2000,AMERICAN BANCORP/OH,Sun American Bancorp,prewsc,
2445610,0.884615385,1987,1998,AMERICAN BANKERS INS GROUP,American Bankers Insurance Group,abig,abig
2476310,0.857142857,1969,1998,AMERICAN BUSINESS PRODS/GA,American Business Products Inc,ambus,ambus
2532110,0.941176471,1950,1993,AMERICAN CYANAMID CO,AMERICAN CYANAMID,amcynm,amcynm
2604210,0.888888889,1972,1996,AMERICAN FILTRONA CORP,AMERICAN FILTRONA,amflt,amflt
2629620,0.888888889,1982,1991,AMERICAN FRUCTOSE,American Fructose Corp,amfr,amfr
2635110,0.7,1971,2000,AMERICAN GENERAL CORP,American International Group Inc,aiu,
2690940,0.877192982,1986,2001,AMERICAN INTL PETROLEUM CORP,American International Petroleum Corporation,amipet,amipet
2707010,0.9,1995,2009,AMER ITALIAN PASTA CO,American Italian Pasta Company,amitpa,amitpa
2774510,0.846153846,1998,2018,AMERICAN NATL BANKSHARES,American National Bankshares Inc,amnabk,amnabk
2860220,0.961538462,1981,1992,AMERICAN NATIONAL PETROLEUM,AMERICAN NATIONAL PETROLEUM CO,anpc,anpc
2881610,0.918918919,1991,1999,AMERICAN PAD & PAPER CO,American Pad & Paper LLC,ampadp,ampadp
2888210,0.807017544,1982,2009,AMERICAN PHYSICIANS SVC GP,American Physicians Service Group Inc,apsc,apsc
2888410,0.925925926,1996,2009,AMERICAN PHYSICIANS CAPITAL,American Physicians Capital Inc,kentmi,kentmi
2891310,0.862745098,1995,2005,AMERICAN RETIREMENT CORP,American Retirement Corporation,ameret,ameret
2916310,0.523809524,1990,1996,AMERICAN RE CORP,"Munich Reinsurance America, Inc.",amerei,amerei
2928010,0.925925926,1992,2000,AMERICAN RESOURCES OFFSHORE,American Resources Offshore Inc,amdelw,amdelw
2959510,0.867924528,1983,2018,AMERICAN SHARED HSPTL SERV,American Shared Hospital Services,amshs,amshs
2968310,0.888888889,1982,2018,AMERICAN SOFTWARE,American Software Inc,amswa,amswa
3004110,0.933333333,1987,1993,AMERICAN STEEL & WIRE CORP,AMERICAN STEEL AND WIRE CORP,astwic,astwic
3009610,0.933333333,1965,1998,AMERICAN STORES CO,AMERICAN STORES,amstor,amstor
3011120,,,,AMERICAN SUPERCONDUCTOR CP,American Superconductor Corp,amrspc,amrspc
3078950,0.857142857,1962,2001,AMES DEPT STORES INC,Ames Department Stores Inc,amedep,amedep
3190510,0.72,1950,1997,AMOCO CORP,AMOCO CORPORATION,stanol,stanol
3216510,0.8,1963,2005,AMSOUTH BANCORPORATION,AmSouth Bancorp,aso,aso
3283810,0.866666667,2009,2018,ANCHOR BANCORP/WA,Anchor Bancorp Inc.,anchbi,anchbi
03349M10,,,,ANDEAVOR,Tesoro Corporation,tsptc,tsptc
3675210,,,,ANTHEM INC,Wellpoint Inc,anminc,anminc
3791710,0.913043478,1986,1995,APPLIED BIOSCIENCE INTL INC,APPLIED BIOSCIENCE INTERNATIONAL,biody,biody
03820C10,0.862068966,1960,2018,APPLIED INDUSTRIAL TECH INC,Applied Industrial Technologies Inc,ber,ber
03820F10,0.975609756,1986,1994,APPLIED IMMUNE SCIENCES/DE,APPLIED IMMUNE SCIENCE,apimsc,apimsc
3966810,0.913043478,1983,1991,ARCTIC ALASKA FISHERIES,ARCTIC ALASKA FISHERIES CORP,arcfis,arcfis
4022210,0.829268293,1994,2001,ARGOSY ED GROUP INC,Argosy Education Group Inc,argedu,argedu
4044820,0.787878788,1992,2008,ARISTOTLE CORP,The Aristotle Corporation,fcfc,fcfc
4090320,0.87804878,1982,1999,ARIZONA INSTRUMENT CORP,Arizona Instrument LLC,cmpi,cmpi
4316810,0.7,1971,2018,ARTS WAY MFG INC,Art's-Way Manufacturing Co Inc,artw,artw
04316A10,0.827586207,2010,2018,ARTISAN PARTNERS ASSET MGMT,Artisan Partners Asset Management Inc.,artpal,artpal
4362810,0.923076923,1994,1999,ASCENT ENTERTAINMENT GROUP,Ascent Entertainment Group Inc,ascetr,ascetr
04648K10,0.888888889,1996,2005,AT ROAD INC,@Road Inc,atroad,atroad
4685410,0.727272727,1990,1995,ATHENA NEUROSCIENCES INC,Athena Diagnostics Inc,athneu,athneu
4826920,0.925925926,2013,2018,ATLANTIC CAP BANCSHARES INC,Atlantic Capital Bancshares Inc,acpbpk,acpbpk
4866810,0.923076923,2000,2004,ATLANTIC LIBERTY FINANCIAL,Atlantic Liberty Financial Corp,alfcor,alfcor
04962G10,0.864864865,1990,1995,ATRIA SOFTWARE INC,Rational Software Corp,vrdxc,
05164B10,,,,AURORA FOODS INC,Pinnacle Foods Group LLC,aurmbw,aurmbw
5280310,0.923076923,1992,2000,AUTOLOGIC INFORMATION INTL,Autologic Information International Inc,infint,infint
05346P10,,,,AVALON PHARMA INC,,,avalph
5430310,,,,AVON PRODUCTS,Avon Products Inc,avncs,avncs
5468110,0.72,1968,1998,AYDIN CORP,AYDIN CORPORATION,aydus,aydus
05527L10,0.761904762,1980,1993,BB&T FINANCIAL CORP,BB And T Financial Corporation,bbtfin,bbtfin
5540710,0.833333333,1988,1996,BFS BANKORP INC,"BFS Bankorp (New York,NY)",banfs,banfs
5541210,0.914285714,1981,1999,BFX HOSPITALITY GROUP,HOSPITALITY GROUP,hspgrp,
5544810,0.894736842,1988,2000,BHC COMMUNICATIONS,BHC Communications Inc,bhcinc,bhcinc
5548210,,,,BJ SERVICES CO,BJ Services Company Ltd.,bjser,bjser
05561K10,0.833333333,1988,1993,BNF BANCORP INC,BNF Bancorp,firfsb,firfsb
05570D10,0.913043478,1985,2009,BPO MANAGEMENT SERVICES/PA,BPO Management Services Inc,reseng,reseng
5591410,0.820512821,1984,1996,B M J FINANCIAL CORP,BMJ Financial Corporation,bmjfin,bmjfin
5591820,0.866666667,1985,1996,BNH BANCSHARES INC,BNH Bancshares,bnhb,bnhb
5596910,0.913043478,1995,2008,BPO MANAGEMENT SERVICES/DE,BPO Management Services Inc,reseng,reseng
05722G10,0.666666667,2014,2018,BAKER HUGHES A GE CO,Baker Hughes Incorporated,bakint,bakint
5824610,0.8,1985,2000,BALDWIN PIANO & ORGAN CO,"Baldwin Piano, Inc.",bpoc,bpoc
05873C10,0.862745098,1969,1995,BALLY ENTERTAINMENT CORP,Bally Entertainment Corporation,balman,balman
5945110,0.909090909,1983,1993,BANCFLORIDA FINANCIAL CORP,BANCFLORIDA FINANCIAL (FL),nfsl,nfsl
5968410,0.810810811,1986,2001,BANCORP CONN INC,Bancorp Connecticut Inc,bnconn,bnconn
05971J10,,,,BANCORPSOUTH BANK,BancorpSouth Inc,bnmiss,bnmiss
6050510,,,,BANK OF AMERICA CORP,Bank of America Corporation,ncnbco,ncnbco
6330410,0.756756757,1993,1997,BANK LOS ANGELES/CA,Preferred Bank Los Angeles,prfbkl,
6648010,0.846153846,1974,1990,BANKS OF IOWA,BANKS OF IOWA INC,biow,biow
6716010,0.905660377,1990,1998,BARBERS HAIRSTYLING FOR MEN,Barbers Hairstyling for Men & Women,coscut,coscut
06759V10,0.84,2014,2017,BARINGTON/HILCO ACQ CORP,Barington/Hilco Acquisition Corp,ldzetw,ldzetw
6846310,0.92,1992,2018,BARRETT BUSINESS SVCS INC,Barrett Business Services Inc,barbss,barbss
6850960,0.913043478,1974,2000,BARRINGER TECHNOLOGIES,BARRINGER TECHNOLOGIES INC,barr,barr
6983610,0.909090909,1982,1991,BASIC AMERICAN MEDICAL INC,BASIC AMERICAN MEDICAL,bamed,bamed
7020310,0.8,1965,2018,BASSETT FURNITURE INDS,Bassett Furniture Industries Inc,bsett,bsett
7159310,0.947368421,1985,1999,BATTLE MOUNTAIN GOLD CO,BATTLE MOUNTAIN GOLD,batmo,batmo
7261110,0.914285714,1998,2002,BAY ST BANCORP INC,Bay State Bancorp Inc,baystb,baystb
7270010,0.928571429,1992,1998,BAYARD DRILLING TECHNOLOGIES,BAYARD DRILLING TECHNOLOGIES INC,bardrt,bardrt
7288310,0.894736842,1994,1997,BAYONNE BANCSHARES,BAYONNE BANCSHARES INC,fsbpnj,fsbpnj
7373010,,,,BEAM INC,Fortune Brands Inc,ambri,ambri
7390210,0.857142857,1984,2007,BEAR STEARNS COMPANIES INC,The Bear Stearns Companies LLC,berstn,berstn
7790310,0.666666667,1991,2000,BELL SPORTS CORP,Easton-Bell Sports,belspo,belspo
8055510,0.842105263,1980,2012,BELO CORP   COM,Belo Corp,belo,belo
8467070,0.894736842,1960,2018,BERKSHIRE HATHAWAY,Berkshire Hathaway Inc,bkht,bkht
08520F10,0.75862069,1989,2000,BERLITZ INTERNATIONAL INC,BERLITZ INTERNATIONAL LTD (NJ),blzint,blzint
8654810,0.904761905,1988,1994,BEST POWER TECHNOLOGY,BEST POWER TECHNOLOGY INC,bstpow,bstpow
8873410,0.666666667,1971,1994,BIC CORP,BIC CORPORATION,bicor,bicor
8907230,0.923076923,1994,2002,BIG BUCK BREWERY&STEAKHOUSE,"Big Buck Brewery & Steakhouse, Inc.",michbr,michbr
8915910,0.714285714,1993,1998,BIG FLOWER HOLDINGS INC,Energizer Holdings Inc,enrghd,
09057G60,0.888888889,1985,2014,BIO REFERENCE LABS,Bio Reference Laboratories Inc,medmob,medmob
09060J10,0.92,2000,2018,BIODELIVERY SCIENCES INTL,BioDelivery Sciences International Inc,bsii,bsii
09065G10,0.705882353,2003,2009,BIOFORM MEDICAL INC,Artes Medical Inc,armdc,
9081710,0.92,1985,1994,BIRD MEDICAL TECHNOLOGIES,Bird Medical Technologies Inc,birdmd,birdmd
9353210,0.787878788,1960,1997,BLESSINGS CORP,BLESSINGS CORPORATION,bco,bco
9364410,0.9,1971,1999,BLOCK DRUG,Block Drug Company,bldr,bldr
09738U10,0.857142857,2000,2007,BOIS D ARC ENERGY INC,Bois d'Arc Energy LLC,boidel,boidel
9788210,0.857142857,1985,1990,BOND INTL GOLD,BOND INTERNATIONAL GOLD INC,bingol,bingol
9852320,0.837209302,1981,1996,BONRAY DRILLING CORP,BONRAY DRILLING CORPORATION (OK),bnry,bnry
9858610,0.914285714,1983,1998,BOOLE & BABBAGE INC,BOOLE AND BABBAGE INC (CA),boob,boob
10001P10,0.894736842,1992,2001,BORON LEPORE & ASSOCS,Boron LePore & Associates,borpor,borpor
10058210,0.72,1995,2005,BOSTON COMMUNICATIONS GROUP,Verizon Communications Inc.,belatt,
10325510,0.928571429,1993,2003,BOYD BROS TRANSPORTATION INC,Boyd Brothers Transportation Inc,boydus,boydus
10845210,0.928571429,1992,1999,BRIDGESTREET ACCOMMODATIONS,BridgeStreet Accommodations Inc,bridst,bridst
11041110,0.894736842,1988,1998,BRITE VOICE SYSTEMS INC,BRITE VOICE SYSTEMS,britev,britev
11109110,0.909090909,1999,2012,BRITTON & KOONTZ CAP CORP,Britton & Koontz Capital Corp,brttnk,brttnk
11130R10,0.894736842,1997,2000,BROADBASE SOFTWARE,BROADBASE SOFTWARE INC,broins,broins
11131910,0.909090909,1989,1994,BROADCASTING PARTNERS,Broadcasting Partners Inc,brcprt,brcprt
11221110,0.888888889,2001,2010,BRONCO DRILLING CO,"Bronco Drilling Company, Inc.",bdrici,bdrici
11246210,0.872727273,1993,1999,BROOKDALE LIVING CMNTYS INC,Brookdale Living Communities Inc,broliv,broliv
11403910,0.916666667,2003,2011,BROOKLYN FEDERAL BANCORP,"Brooklyn Federal Bancorp, Inc.",brofbi,brofbi
12484510,,,,CBS INC,CBS Broadcasting Inc.,cbsbi,cbsbi
12487510,0.820512821,1988,1999,CCB FINANCIAL CORP,C C B FINANCIAL CORPORATION,ccbk,ccbk
12492710,0.846153846,1990,1998,CFSB BANCORP INC,CFSB Bancorp (MI),cfsbm,cfsbm
12525K10,0.882352941,1991,1999,CFM TECHNOLOGIES INC,CFM Technologies,cfmtec,cfmtec
12582010,0.8,1983,1998,CML GROUP,CML Group Inc,cmlg,cmlg
12594610,0.857142857,1993,1997,CN BIOSCIENCES INC,EMD Biosciences Inc,cnbio,
12615010,0.962962963,1982,1991,CPC REXCEL INC,CPC Rexcell Inc,csmpla,csmpla
12673P10,,,,CA INC,CA Technologies,comasc,comasc
12763910,0.72,1995,2017,CADUS CORPORATION,Cadus Corp,cadfar,cadfar
12764610,0.72,1988,1998,CAERE CORP,CAERE CORPORATION,caerc,caerc
12768610,0.476190476,1988,2018,CAESARS ENTERTAINMENT CORP,Station Casinos Inc,stacas,
12769510,0.857142857,1964,1994,CAESARS WORLD,CAESARS WORLD INC,ceasar,ceasar
12991520,0.8,1989,2009,CALIFORNIA COASTAL CMNTYS,"California Coastal Communities, Inc",hengrp,hengrp
13021910,0.962962963,1985,1996,CALIFORNIA FINANCIAL HOLDING,CALIFORNIA FINANCIAL HOLDING CP,stoksl,stoksl
13043910,0.96,1986,2008,CALIFORNIA MICRO DEVICES CP,California Micro Devices Corp,calmdc,calmdc
13106910,0.837209302,1950,1990,CALLAHAN MINING CORP,CALLAHAN MINING CORPORATION,calmin,calmin
13252410,0.981132075,1992,2000,CAMBRIDGE TECHNOLOGY PARTNER,Cambridge Technology Partners,camtcp,camtcp
13967410,0.956521739,1993,2018,CAPITAL CITY BK GROUP INC,Capital City Bank Group Inc,ccbg,ccbg
13973410,0.8,1994,1996,CAPITAL BANCORP/FL,Pacific Capital Bancorp,sanbar,
13974410,0.837209302,1991,1994,CAPITAL BANCORPORATION INC,Capital Bancorp Inc,cpbanc,cpbanc
14070T10,0.943396226,2014,2018,CAPSTAR FINANCIAL HLDGS INC,CapStar Financial Holdings Inc.,cpstrb,cpstrb
14075T10,0.941176471,1993,2009,CARACO PHARMACEUTICAL LABS,Caraco Pharmaceutical Laboratories Ltd,carpha,carpha
14387410,0.882352941,1997,1999,CAROLINA FINCORP,CAROLINA FINCORP INC (NC),crfinc,crfinc
14406010,0.888888889,2003,2006,CAROLINA NATIONAL CORP,SOUTH CAROLINA NATIONAL CORP,scnc,
1.44E+14,0.947368421,1988,1998,CARR-GOTTSTEIN FOODS CO,Carr Gottstein Foods,cargot,cargot
14590310,0.923076923,1988,1996,CARSON PIRIE SCOTT & CO/IL,CARSON PIRIE SCOTT AND CO,brgnr,brgnr
14744810,0.904761905,1995,2018,CASELLA WASTE SYS INC,Casella Waste Systems Inc,cassew,cassew
14790510,0.8,1994,2006,CASTELLE,Castelle Inc,castin,castin
14842610,0.930232558,1988,1993,CASTLE & COOKE HOMES INC,CASTLE AND COOKE HOMES INC,cscok,cscok
15115M10,0.9,1991,1998,CELLNET DATA SYSTEMS INC,Cellnet Data Systems,clnetd,clnetd
15118610,0.723404255,1989,1998,CELTRIX PHARMACEUTICALS,"Alexza Pharmaceuticals, Inc.",alexzp,alexzp
15231910,0.923076923,1998,2007,CENTILLIUM COMMUNICATIONS,Centillium Communications Inc,ctlmco,ctlmco
15346910,0.909090909,1978,1996,CENTRAL FIDELITY BANKS INC,CENTRAL FIDELITY BANKS,cfbs,cfbs
15464710,0.894736842,1988,1999,CENTRAL NEWSPAPERS,CENTRAL NEWSPAPERS INC (IN),cnewp,cnewp
15568510,0.925925926,2001,2018,CENTRAL VALLEY CMNTY BANCORP,Central Valley Community Bancorp,clvbk,clvbk
15640T10,0.727272727,1983,2000,CENTURA BANKS INC,SunTrust Banks Inc,sunfla,
15643310,0.761904762,1998,2000,CENTURY BANCORP INC/NC,1st Century Bancshares Inc.,cntbcl,
15662030,0.882352941,1983,1992,CENTURY MEDICORP,CENTURY MEDICORP INC,pelem,pelem
15668310,0.95,1989,2000,CENTURY SOUTH BKS INC,Century South Banks Inc,censo,censo
15670R10,,,,CEPHEID INC,Cepheid,cpheid,cpheid
15782920,0.95,1984,1994,CHAMBERS DEVELOPMENT,CHAMBERS DEVELOPMENT CO,chav,chav
15849610,0.754716981,1963,2008,CHAMPION ENTERPRISES INC,"Champion Enterprises Holdings, LLC",chmph,chmph
15986410,0.909090909,1996,2018,CHARLES RIVER LABS INTL INC,"Charles River Laboratories, Inc.",criv,criv
16115710,0.894736842,1987,1995,CHARTER BANCSHARES INC,Charter Bancshares,chbcs,chbcs
16122W10,0.85106383,1999,2017,CHARTER FINANCIAL CORP/MD,Charter Financial Corporation,chrtfn,chrtfn
16342810,,,,CHELSEA THERAPEUTICS INTL,"Chelsea Therapeutics International, Ltd.",ivcapc,ivcapc
16361L10,0.75862069,1983,2000,CHEMFAB CORPORATION,Chemfab Corp,chfab,chfab
16643510,0.877192982,1999,2004,CHESTERFIELD FINANCIAL CORP,Chesterfield Financial Corporation,chestf,chestf
16822810,0.820512821,1994,1998,CHICAGO TITLE CORP,CHICAGO TITLE CORPORATION,chtltc,chtltc
17002110,0.933333333,1986,1997,CHIPS & TECHNOLOGIES INC,CHIPS AND TECHNOLOGIES INC,catech,catech
17002710,0.8,1987,1993,CHIPSOFT INC/DE,CHIPSOFT,chpsf,chpsf
17026810,0.837209302,1956,1998,CHOCK FULL O NUTS CORP,CHOCK FULL O'NUTS CORPORATION,onuts,onuts
17052010,0.736842105,1950,2000,CHRIS-CRAFT INDS,Chris-Craft Industries Inc,cci,cci
17244C20,0.884615385,1992,1999,CINEMASTAR LUXURY THEATERS,Cinemastar Luxury Theatres Inc,ncklnt,ncklnt
17878110,0.888888889,1982,1990,CITYTRUST BANCORP INC,CITYTRUST BANCORP,cityt,cityt
18145710,0.8,1996,2005,CLARK INC,CLARCOR Inc,clrkjl,
18272820,0.826086957,1994,2001,CLASSIC COMMUNICATIONS INC,Cox Communications Inc,coxc,
18418N10,0.864864865,2001,2007,CLAYTON HOLDINGS INC,Clayton Holdings LLC,murrct,murrct
18453H10,0.872727273,2000,2018,CLEAR CHANNEL OUTDOOR HLDGS,Clear Channel Outdoor Holdings Inc,ellmed,ellmed
18682C10,0.933333333,1987,1997,CLIFFS DRILLING CO,CLIFFS DRILLING,clffdr,clffdr
18975R10,0.818181818,1991,1995,CO COUNSEL INC,CO COUNSEL,ofcou,ofcou
19034510,0.901960784,1983,2014,COAST DISTRIBUTION SYSTEMS,Coast Distribution System Inc,corv,corv
19075010,0.833333333,1984,1997,COBANCORP INC,ComBanc Inc,cmrclb,
19089310,0.75,1972,1989,COBE LABORATORIES INC,Mesa Laboratories Inc,msmd,
19188610,0.833333333,1983,1994,CODA ENERGY INC,CODA ENERGY,chpne,chpne
19239V30,0.877192982,2000,2018,COGENT COMMUNICATIONS HLDGS,Cogent Communications Holdings Inc,cogent,cogent
19244610,0.814814815,1996,2018,COGNIZANT TECH SOLUTIONS,Cognizant Technology Solutions Corp,cgntch,cgntch
19549330,0.894736842,1983,2008,COLONIAL BANCGROUP,Colonial BancGroup Inc.,colbg,colbg
19564210,0.923076923,1986,1995,COLONIAL DATA TECHNOLOGIES,COLONIAL DATA TECHNOLOGIES CORP,coldat,coldat
19653810,0.875,1958,1992,COLORADO NATL BANKSHARES,COLORADO NATIONAL BANCSHARES,colonb,colonb
19687910,0.888888889,1964,1998,COLTEC INDUSTRIES,Coltec Industries Inc,cltin,cltin
19978910,0.714285714,1980,1998,COMAIR HOLDINGS INC,Comair Inc,comr,comr
20030N10,,,,COMCAST CORP,Comcast Corporation,comcst,comcst
20146210,0.756756757,1993,2000,COMMERCIAL BANK/NY,Commercial Bank of New York,cbny,cbny
20170910,0.904761905,1962,1999,COMMERCIAL INTERTECH,COMMERCIAL INTERTECH CORP,comshr,comshr
20280010,0.857142857,1951,1998,COMMONWEALTH ENERGY SYSTEM,COMMONWEALTH ENERGY,ces,ces
20337810,0.9,1985,1995,COMMUNICATION CABLE INC,Communication Cable,cocab,cocab
20342P10,0.85106383,1999,2005,COMMUNITY BANCORP INC/CA,New York Community Bancorp Inc,qcsbus,
20343B10,0.744186047,1999,2003,COMMUNITY BANCORP/NJ,New York Community Bancorp Inc,qcsbus,
20364Q10,0.92,1996,1999,COMMUNITY FEDERAL BANCORP,COMMUNITY FEDERAL BANCORP INC,cfbcrp,cfbcrp
20365M10,0.897959184,1989,2001,COMMUNITY FINL GROUP INC,Community Financial Group Inc,bnknvl,bnknvl
20391310,0.904761905,1995,2000,COMMUNITY FIRST BKG CO/GA,Community First Banking Co (GA),comfga,comfga
20403710,0.892857143,1994,2000,COMMUNITY SAVINGS BANKSHARES,Community Savings Bancshares Inc,comsvg,comsvg
20467210,0.882352941,1983,1996,COMPRESSION LABS,COMPRESSION LABS INC,cmplab,cmplab
20477610,0.818181818,1981,1990,COMPUCHEM CORP,Compuchem,compch,compch
20492510,0.884615385,1985,2004,COMPUTER NETWORK TECH CORP,Computer Network Technology Corp,comnt,comnt
20519910,0.941176471,1994,1999,COMPUTER LEARNING CTRS INC,Computer Learning Centers Inc,comlrn,comlrn
20568420,0.897959184,1999,2018,COMSTOCK HOLDING COS INC,"Comstock Homebuilding Companies, Inc.",cmshci,
20589T10,0.702702703,1994,1998,CONCENTRA MANAGED CARE INC,Concentra Inc,ocusus,
20591810,0.888888889,1982,1995,COMPUTER IDENTICS CORP,COMPUTER IDENTICS,coid,coid
20690130,0.875,1984,1993,CONFERTECH INTERNATIONAL INC,CONFERTECH INTERNATIONAL,confrt,confrt
20701510,0.909090909,1974,2001,CONESTOGA ENTERPRISES,Conestoga Enterprises Inc,cnsen,cnsen
20779710,0.92,1974,2018,CONNECTICUT WATER SVC INC,Connecticut Water Service Inc,ctws,ctws
20784010,0.928571429,1991,1998,CONNECTINC.COM CO,CONNECTINC COM (CA),cnnct,cnnct
20810810,0.894736842,1985,1994,CONNER PERIPHERALS,CONNER PERIPHERALS INC,cnnpr,cnnpr
20821510,0.75862069,1992,1999,CONNING CORP,Conning Corporation,coning,coning
20923210,,,,CONSOLIDATED FREIGHTWAYS CP,,,cfrtcp
21036P10,,,,CONSTELLATION BRANDS,Constellation Brands Inc,cawi,cawi
21050210,0.925925926,1991,2018,CONSUMER PORTFOLIO SVCS INC,Consumer Portfolio Services Inc,cnport,cnport
21090410,0.714285714,1985,1994,CONTEL CELLULAR INC,Contel Corp,contel,
21121310,0.904761905,1990,1997,CONTINENTAL CIRCUITS CORP,CONTINENTAL CIRCUITS,concir,concir
21191440,0.923076923,1994,2000,CONVERGENT COMMUNICATIONS,Convergent Communications Inc,conver,conver
21254010,0.7,1993,2000,CVEO CORP,Converse Inc,cnvse,
21628420,0.888888889,1988,2001,COOKER RESTAURANT/OH,Cooker Restaurant Corp,cookrr,cookrr
21745K10,0.909090909,1988,1998,COPLEY PHARMACEUTICAL INC,COPLEY PHARMACEUTICAL,coparm,coparm
21869510,0.867924528,1958,1997,CORESTATES FINANCIAL CORP,Corestates Financial Corporation,pnc,pnc
21922D10,0.913043478,1983,1995,CORNERSTONE NATURAL GAS,Cornerstone Natural Gas Inc,endvco,endvco
22160610,0.740740741,1974,1992,COSTAR CORP,Corning Costar Corp,dpkg,
22177410,0.961538462,1982,2003,COTTON STATES LIFE INSURANCE,Cotton States Life Insurance Co,cslh,cslh
22362260,,,,COWEN INC,"Cowen Group, Inc.",cwngrp,cwngrp
22522410,0.857142857,1976,1995,CRAY RESEARCH,CRAY RESEARCH INC,crayrs,crayrs
22532440,0.810810811,1989,1998,CREDIT DEPOT CORPORATION,Credit Depot Corp,crdeco,crdeco
22743010,0.774193548,1979,1990,CROSS & TRECKER CORP,CROSS AND TRECKER,crstkr,crstkr
2.28E+14,0.978723404,1992,2001,CROSSMANN COMMUNITIES INC,Crossman Communities Inc,crsmnc,crsmnc
23126010,0.909090909,1989,1995,CUPERTINO NATL BANCORP,CUPERTINO NATIONAL BANCORP,cnbnc,cnbnc
